 number of kpoints:        1936
 number of conduction states           2
 number of valence states           2
 # kx ky kz nocp nc nv  energy  xx  yy  zz  xy  xz  yz
  0.547093  1.105525  0.000000        14        16        14  2.482126  2.446978  3.371976  0.000000 -0.254094  0.000000  0.000000
  0.775048  1.237135  0.000000        14        16        14  2.482133  2.999461  2.930517  0.000000 -0.591627  0.000000  0.000000
  0.729457  1.105525  0.000000        14        15        13  2.494148  0.000427  0.000410  0.000000  0.000037  0.000000  0.000000
  1.276551  2.368982  0.000000        14        15        13  2.494153  0.000383  0.000369  0.000000  0.000033  0.000000  0.000000
  0.592684  1.184491  0.000000        14        15        13  2.494206  0.000395  0.000470  0.000000  0.000011  0.000000  0.000000
  0.683866  1.079203  0.000000        14        15        13  2.494210  0.000450  0.000403  0.000000  0.000028  0.000000  0.000000
  0.683866  1.237135  0.000000        14        15        13  2.494212  0.000483  0.000427  0.000000 -0.000033  0.000000  0.000000
  1.413324  2.290016  0.000000        14        15        13  2.494213  0.000406  0.000482  0.000000  0.000012  0.000000  0.000000
  1.322142  2.237372  0.000000        14        15        13  2.494222  0.000448  0.000396  0.000000 -0.000031  0.000000  0.000000
  1.322142  2.395304  0.000000        14        15        13  2.494222  0.000422  0.000378  0.000000  0.000027  0.000000  0.000000
  0.729457  1.210813  0.000000        14        15        13  2.494265  0.000491  0.000463  0.000000 -0.000044  0.000000  0.000000
  1.276551  2.263694  0.000000        14        15        13  2.494277  0.000436  0.000412  0.000000 -0.000039  0.000000  0.000000
  0.592684  1.131847  0.000000        14        15        13  2.494334  0.000416  0.000492  0.000000 -0.000007  0.000000  0.000000
  1.413324  2.342660  0.000000        14        15        13  2.494347  0.000436  0.000516  0.000000 -0.000007  0.000000  0.000000
  0.729457  1.105525  0.000000        14        16        13  2.504540  3.480501  3.334827  0.000000  0.301852  0.000000  0.000000
  1.276551  2.368982  0.000000        14        16        13  2.504557  3.480551  3.334959  0.000000  0.301867  0.000000  0.000000
  0.683866  1.237135  0.000000        14        16        13  2.504593  3.664889  3.224303  0.000000 -0.253837  0.000000  0.000000
  0.592684  1.184491  0.000000        14        16        13  2.504601  3.106973  3.706366  0.000000  0.087636  0.000000  0.000000
  1.413324  2.290016  0.000000        14        16        13  2.504611  3.107158  3.706403  0.000000  0.087640  0.000000  0.000000
  0.683866  1.079203  0.000000        14        16        13  2.504614  3.602421  3.223059  0.000000  0.227881  0.000000  0.000000
  1.322142  2.237372  0.000000        14        16        13  2.504616  3.664948  3.224351  0.000000 -0.253816  0.000000  0.000000
  1.322142  2.395304  0.000000        14        16        13  2.504632  3.602504  3.223085  0.000000  0.227870  0.000000  0.000000
  0.729457  1.210813  0.000000        14        16        13  2.504638  3.552338  3.336941  0.000000 -0.318638  0.000000  0.000000
  1.276551  2.263694  0.000000        14        16        13  2.504667  3.552299  3.337004  0.000000 -0.318602  0.000000  0.000000
  0.592684  1.131847  0.000000        14        16        13  2.504730  3.116946  3.705626  0.000000 -0.051037  0.000000  0.000000
  1.413324  2.342660  0.000000        14        16        13  2.504747  3.117079  3.705575  0.000000 -0.051054  0.000000  0.000000
  0.638275  1.263457  0.000000        14        15        13  2.593614  0.002066  0.001799  0.000000 -0.000012  0.000000  0.000000
  1.367733  2.211050  0.000000        14        15        13  2.593616  0.001933  0.001680  0.000000 -0.000012  0.000000  0.000000
  1.413324  2.237372  0.000000        14        15        13  2.593620  0.001756  0.001885  0.000000  0.000118  0.000000  0.000000
