 #energy(eV) sum-lft(s)  x-lft(s) y-lft(s) z-lft(s) sp-lft(s) sm-lft(s)
         2.5626     0.1217E-11     0.2551E-11     0.2329E-11       Infinity     0.1220E-11     0.6988E-09
         2.5634     0.1051E-11     0.2195E-11     0.2017E-11       Infinity     0.5979E-11     0.1275E-11
         2.5660     0.3890E-11     0.2151E-10     0.4749E-11       Infinity     0.4414E-11     0.3273E-10
         2.5670     0.1139E-11     0.7696E-11     0.1337E-11       Infinity     0.2956E-11     0.1853E-11
         2.5685     0.3108E-08     0.1494E-07     0.3925E-08       Infinity     0.3746E-08     0.1826E-07
         2.5686     0.4182E-09     0.1386E-07     0.4312E-09       Infinity     0.9941E-09     0.7219E-09
         2.5694     0.1422E-08     0.4496E-08     0.2079E-08       Infinity     0.4015E-08     0.2201E-08
         2.5702     0.3161E-09     0.3069E-08     0.3524E-09       Infinity     0.4005E-09     0.1500E-08
         2.5710     0.4399E-11     0.1636E-10     0.6017E-11       Infinity     0.3068E-10     0.5136E-11
         2.5719     0.3292E-12     0.1814E-11     0.4022E-12       Infinity     0.7624E-12     0.5793E-12
         2.5788     0.9901E-08     0.2405E-07     0.1683E-07       Infinity     0.9992E-08     0.1090E-05
         2.5788     0.1640E-08     0.3335E-08     0.3228E-08       Infinity     0.3815E-06     0.1647E-08
         2.5824     0.4440E-09     0.2737E-08     0.5300E-09       Infinity     0.6950E-09     0.1229E-08
         2.5827     0.4566E-09     0.5477E-08     0.4981E-09       Infinity     0.1961E-08     0.5952E-09
         2.5830     0.6376E-09     0.1367E-08     0.1195E-08       Infinity     0.1797E-08     0.9883E-09
         2.5832     0.4695E-10     0.9829E-10     0.8990E-10       Infinity     0.2460E-08     0.4787E-10
         2.5835     0.5165E-11     0.2321E-10     0.6643E-11       Infinity     0.1197E-10     0.9084E-11
         2.5836     0.2444E-11     0.6112E-11     0.4072E-11       Infinity     0.5953E-10     0.2548E-11
         2.5838     0.9433E-12     0.1392E-11     0.2926E-11       Infinity     0.1187E-11     0.4600E-11
         2.5864     0.6868E-11     0.9503E-11     0.2476E-10       Infinity     0.7312E-11     0.1130E-09
         2.5865     0.7225E-11     0.3323E-10     0.9232E-11       Infinity     0.1958E-10     0.1145E-10
         2.5867     0.2191E-10     0.1182E-09     0.2690E-10       Infinity     0.1955E-09     0.2468E-10
         2.5867     0.9491E-12     0.1362E-11     0.3132E-11       Infinity     0.1003E-11     0.1781E-10
         2.5939     0.2520E-12     0.5296E-12     0.4808E-12       Infinity     0.6495E-11     0.2622E-12
         2.5979     0.1599E-08     0.3740E-08     0.2794E-08       Infinity     0.1873E-08     0.1094E-07
         2.6031     0.1467E-08     0.1987E-08     0.5602E-08       Infinity     0.1751E-08     0.9046E-08
         2.6048     0.1750E-09     0.2368E-09     0.6715E-09       Infinity     0.2542E-08     0.1880E-09
         2.6052     0.1002E-09     0.1044E-08     0.1108E-09       Infinity     0.2509E-09     0.1668E-09
         2.6055     0.2908E-11     0.3284E-10     0.3191E-11       Infinity     0.5014E-11     0.6926E-11
